"city","state","idhm","income","longevity","education","year"
"Piratuba","SC",0.716,0.585,0.758,0.806,1991
"Poá","SP",0.765,0.69,0.746,0.86,1991
"Porto União","SC",0.742,0.645,0.757,0.824,1991
"Rio Quente","GO",0.672,0.592,0.635,0.789,1991
"Santa Maria do Herval","RS",0.726,0.618,0.75,0.811,1991
"Sapiranga","RS",0.727,0.669,0.736,0.776,1991
"Sapucaia do Sul","RS",0.759,0.657,0.79,0.829,1991
"Treviso","SC",0.703,0.58,0.739,0.79,1991
"União do Oeste","SC",0.717,0.601,0.791,0.758,1991
"Brodósqui","SP",0.753,0.71,0.748,0.801,1991
"Campo Limpo Paulista","SP",0.738,0.705,0.694,0.816,1991
"Imbituba","SC",0.739,0.635,0.781,0.8,1991
"Itá","SC",0.71,0.586,0.741,0.804,1991
"Lindolfo Collor","RS",0.735,0.624,0.823,0.757,1991
"Pontalina","GO",0.682,0.636,0.679,0.732,1991
"Potirendaba","SP",0.744,0.669,0.791,0.773,1991
"Primavera do Leste","MT",0.739,0.725,0.701,0.791,1991
"Salvador","BA",0.751,0.719,0.679,0.856,1991
"São Leopoldo","RS",0.757,0.719,0.715,0.838,1991
"Vacaria","RS",0.75,0.665,0.777,0.807,1991
"Alto Taquari","MT",0.691,0.639,0.667,0.768,1991
"Analândia","SP",0.752,0.675,0.777,0.803,1991
"Aparecida","SP",0.781,0.724,0.761,0.857,1991
"Ibicaré","SC",0.718,0.613,0.764,0.778,1991
"Ipira","SC",0.72,0.59,0.741,0.828,1991
"Jales","SP",0.75,0.709,0.717,0.824,1991
"Júlio de Castilhos","RS",0.75,0.67,0.766,0.813,1991
"Morro da Fumaça","SC",0.735,0.696,0.756,0.753,1991
"Neves Paulista","SP",0.734,0.674,0.769,0.76,1991
"Otacílio Costa","SC",0.725,0.656,0.739,0.781,1991
"Passo Fundo","RS",0.756,0.717,0.688,0.864,1991
"Petrópolis","RJ",0.751,0.717,0.719,0.818,1991
"Ponta Grossa","PR",0.723,0.686,0.646,0.838,1991
"Sananduva","RS",0.734,0.627,0.765,0.81,1991
"Santa Rosa de Viterbo","SP",0.762,0.706,0.759,0.82,1991
"São João do Polêsine","RS",0.738,0.611,0.76,0.843,1991
"São José do Cedro","SC",0.731,0.61,0.787,0.796,1991
"Sombrio","SC",0.721,0.62,0.767,0.776,1991
"Vargeão","SC",0.714,0.625,0.774,0.743,1991
"Capanema","PR",0.696,0.589,0.721,0.779,1991
"Capivari","SP",0.767,0.745,0.772,0.783,1991
"Cedral","SP",0.746,0.658,0.784,0.796,1991
"Eldorado do Sul","RS",0.74,0.652,0.746,0.821,1991
"Frutal","MG",0.731,0.683,0.754,0.757,1991
"Guarujá do Sul","SC",0.724,0.605,0.763,0.803,1991
"Ijuí","RS",0.748,0.676,0.72,0.847,1991
"Ilha Comprida","SP",0.723,0.666,0.68,0.824,1991
"Mairiporã","SP",0.761,0.771,0.717,0.796,1991
"Nova Palma","RS",0.731,0.625,0.76,0.807,1991
"Nova Ponte","MG",0.73,0.679,0.712,0.799,1991
"Porto Belo","SC",0.716,0.658,0.725,0.766,1991
"Pranchita","PR",0.691,0.593,0.726,0.755,1991
"Rafard","SP",0.766,0.72,0.785,0.793,1991
"Rio das Antas","SC",0.73,0.615,0.796,0.78,1991
"Santa Cruz da Conceição","SP",0.764,0.737,0.748,0.808,1991
"Santana do Livramento","RS",0.73,0.677,0.659,0.855,1991
"Santo Cristo","RS",0.745,0.604,0.777,0.854,1991
"Sapezal","MT",0.742,0.673,0.78,0.774,1991
"Água Santa","RS",0.722,0.611,0.779,0.775,1991
"Anhanguera","GO",0.71,0.593,0.718,0.82,1991
"Bagé","RS",0.758,0.68,0.749,0.844,1991
"Bariri","SP",0.75,0.69,0.76,0.8,1991
"Barretos","SP",0.752,0.717,0.7,0.838,1991
"Benedito Novo","SC",0.745,0.646,0.795,0.794,1991
"Bento de Abreu","SP",0.741,0.657,0.787,0.778,1991
"Caldas Novas","GO",0.734,0.688,0.718,0.797,1991
"Campo Alegre de Goiás","GO",0.708,0.675,0.713,0.735,1991
"Caraguatatuba","SP",0.736,0.705,0.687,0.815,1991
"Coroados","SP",0.731,0.655,0.796,0.741,1991
"Cruzeiro do Sul","RS",0.731,0.64,0.732,0.82,1991
"Doutor Pedrinho","SC",0.734,0.645,0.75,0.808,1991
"Dumont","SP",0.752,0.734,0.748,0.775,1991
"Guararapes","SP",0.766,0.695,0.796,0.807,1991
"Humaitá","RS",0.735,0.613,0.762,0.829,1991
"Iturama","MG",0.714,0.672,0.73,0.74,1991
"Porto Ferreira","SP",0.748,0.711,0.719,0.813,1991
"Porto Mauá","RS",0.709,0.553,0.777,0.797,1991
"Quilombo","SC",0.698,0.586,0.766,0.743,1991
"Três Coroas","RS",0.732,0.67,0.727,0.8,1991
"Tuparendi","RS",0.726,0.602,0.77,0.806,1991
"Vargem Grande do Sul","SP",0.747,0.691,0.786,0.764,1991
"Vargem Grande Paulista","SP",0.738,0.695,0.699,0.82,1991
"Araucária","PR",0.715,0.646,0.702,0.796,1991
"Brochier","RS",0.747,0.628,0.802,0.812,1991
"Ibiporã","PR",0.723,0.645,0.76,0.764,1991
"Ibirá","SP",0.727,0.662,0.764,0.754,1991
"Ibiraiaras","RS",0.723,0.669,0.734,0.765,1991
"Itaara","RS",0.688,0.593,0.696,0.774,1991
"Itaqui","RS",0.734,0.637,0.754,0.812,1991
"Jandira","SP",0.742,0.673,0.746,0.806,1991
"Luz","MG",0.722,0.697,0.711,0.759,1991
"Mairinque","SP",0.746,0.72,0.72,0.799,1991
"Mato Leitão","RS",0.753,0.629,0.813,0.817,1991
"Moji das Cruzes","SP",0.763,0.741,0.697,0.85,1991
"Muzambinho","MG",0.731,0.654,0.758,0.782,1991
"Nova Mutum","MT",0.713,0.676,0.712,0.751,1991
"Nova Serrana","MG",0.713,0.643,0.764,0.733,1991
"Ouro Branco","MG",0.744,0.694,0.694,0.844,1991
"Piquete","SP",0.764,0.689,0.759,0.843,1991
"Rio Negro","PR",0.71,0.659,0.654,0.816,1991
"São Simão","SP",0.764,0.718,0.749,0.824,1991
"Campo Verde","MT",0.732,0.722,0.729,0.744,1991
"Dracena","SP",0.737,0.702,0.695,0.814,1991
"Floreal","SP",0.744,0.669,0.75,0.814,1991
"Itatiaia","RJ",0.749,0.688,0.755,0.805,1991
"Jacutinga","RS",0.73,0.614,0.787,0.789,1991
"Lauro Muller","SC",0.704,0.58,0.743,0.789,1991
"Louveira","SP",0.75,0.715,0.769,0.766,1991
"Palmas","TO",0.696,0.683,0.649,0.755,1991
"Piuí","MG",0.71,0.662,0.703,0.766,1991
"Porto Feliz","SP",0.747,0.698,0.751,0.791,1991
"Salete","SC",0.718,0.606,0.755,0.792,1991
"São Luiz Gonzaga","RS",0.716,0.634,0.702,0.812,1991
"Sumaré","SP",0.751,0.689,0.759,0.806,1991
"Tupã","SP",0.746,0.716,0.702,0.819,1991
"Turiúba","SP",0.737,0.667,0.796,0.747,1991
"Umuarama","PR",0.723,0.683,0.691,0.795,1991
"Vanini","RS",0.722,0.622,0.758,0.787,1991
"Águas Frias","SC",0.688,0.563,0.756,0.746,1991
"Alfredo Marcondes","SP",0.737,0.662,0.782,0.766,1991
"Apucarana","PR",0.715,0.662,0.685,0.797,1991
"Araxá","MG",0.736,0.676,0.707,0.825,1991
"Bicas","MG",0.735,0.669,0.727,0.809,1991
"Bom Despacho","MG",0.721,0.654,0.711,0.797,1991
"Braço do Trombudo","SC",0.706,0.607,0.761,0.749,1991
"Carazinho","RS",0.741,0.685,0.685,0.854,1991
"Catuípe","RS",0.742,0.659,0.754,0.813,1991
"Cosmópolis","SP",0.756,0.708,0.742,0.817,1991
"Laranjal Paulista","SP",0.727,0.71,0.675,0.795,1991
"Major Gercino","SC",0.705,0.571,0.793,0.75,1991
"Mariópolis","PR",0.682,0.57,0.704,0.772,1991
"Palmitos","SC",0.713,0.582,0.756,0.801,1991
"Patrocínio","MG",0.719,0.643,0.728,0.787,1991
"Paulista","PE",0.739,0.646,0.727,0.844,1991
"Pedras Grandes","SC",0.721,0.595,0.79,0.777,1991
"Piçarras","SC",0.709,0.65,0.677,0.8,1991
"Rio d'Oeste","SC",0.728,0.636,0.761,0.787,1991
"Santa Helena","PR",0.726,0.644,0.73,0.803,1991
"Santa Vitória do Palmar","RS",0.721,0.685,0.668,0.811,1991
"Andradina","SP",0.747,0.689,0.735,0.816,1991
"Arroio Trinta","SC",0.715,0.622,0.764,0.758,1991
"Arvorezinha","RS",0.742,0.652,0.808,0.765,1991
"Barbacena","MG",0.716,0.652,0.685,0.811,1991
"Bastos","SP",0.761,0.739,0.767,0.777,1991
"Boituva","SP",0.743,0.71,0.718,0.8,1991
"Costa Rica","MS",0.689,0.624,0.721,0.721,1991
"David Canabarro","RS",0.712,0.613,0.752,0.771,1991
"Gravatal","SC",0.722,0.611,0.781,0.773,1991
"Guararema","SP",0.705,0.672,0.687,0.756,1991
"Guarulhos","SP",0.762,0.737,0.717,0.832,1991
"Herval d'Oeste","SC",0.718,0.644,0.712,0.799,1991
"Ipumirim","SC",0.709,0.603,0.741,0.784,1991
"Irani","SC",0.698,0.574,0.759,0.76,1991
"Itabira","MG",0.727,0.662,0.712,0.806,1991
"Itajobi","SP",0.739,0.667,0.785,0.766,1991
"Nova Alvorada","RS",0.708,0.644,0.748,0.732,1991
"Nova Esperança do Sul","RS",0.728,0.617,0.786,0.782,1991
"Osvaldo Cruz","SP",0.749,0.689,0.742,0.817,1991
"Ouro Fino","MG",0.696,0.631,0.744,0.714,1991
"Pradópolis","SP",0.765,0.712,0.8,0.784,1991
"São Borja","RS",0.745,0.668,0.754,0.814,1991
"São Sebastião","SP",0.733,0.723,0.687,0.79,1991
"São Vicente","SP",0.765,0.727,0.717,0.852,1991
"Soledade","RS",0.728,0.649,0.768,0.766,1991
"Viradouro","SP",0.751,0.704,0.763,0.786,1991
"Zortéa","SC",0.698,0.622,0.736,0.735,1991
"Alto Alegre","RS",0.713,0.608,0.734,0.797,1991
"Forquilhinha","SC",0.729,0.654,0.745,0.789,1991
"Ibiá","MG",0.727,0.697,0.721,0.764,1991
"Jacutinga","MG",0.723,0.658,0.775,0.735,1991
"Mariano Moro","RS",0.72,0.634,0.763,0.763,1991
"Mirandopólis","SP",0.744,0.68,0.757,0.796,1991
"Passos","MG",0.721,0.692,0.684,0.786,1991
"Piratininga","SP",0.758,0.732,0.74,0.803,1991
"Recife","PE",0.74,0.727,0.676,0.818,1991
"Regente Feijó","SP",0.726,0.662,0.732,0.784,1991
"Rio do Campo","SC",0.72,0.595,0.803,0.762,1991
"Sacramento","MG",0.71,0.634,0.727,0.769,1991
"São Martinho","RS",0.721,0.584,0.743,0.837,1991
"Artur Nogueira","SP",0.76,0.725,0.764,0.791,1991
"Braúna","SP",0.719,0.636,0.759,0.763,1991
"Cássia dos Coqueiros","SP",0.715,0.619,0.77,0.755,1991
"Caxambu","MG",0.734,0.644,0.738,0.821,1991
"Conchas","SP",0.752,0.707,0.732,0.818,1991
"Constantina","RS",0.721,0.594,0.779,0.789,1991
"Descanso","SC",0.726,0.584,0.787,0.806,1991
"Guaxupé","MG",0.739,0.683,0.758,0.775,1991
"Iguaba Grande","RJ",0.708,0.627,0.7,0.797,1991
"Itaú de Minas","MG",0.726,0.66,0.697,0.822,1991
"Leme","SP",0.732,0.7,0.73,0.766,1991
"Nicolau Vergueiro","RS",0.703,0.605,0.742,0.761,1991
"Nova Hartz","RS",0.709,0.649,0.707,0.772,1991
"Pejuçara","RS",0.745,0.691,0.72,0.824,1991
"Pinheiral","RJ",0.727,0.633,0.73,0.817,1991
"Praia Grande","SP",0.74,0.713,0.667,0.841,1991
"Salto Veloso","SC",0.702,0.596,0.723,0.786,1991
"Santa Branca","SP",0.736,0.711,0.703,0.794,1991
"Santa Cruz das Palmeiras","SP",0.723,0.687,0.719,0.763,1991
"Santo Antônio do Pinhal","SP",0.7,0.641,0.735,0.724,1991
"São José dos Pinhais","PR",0.729,0.682,0.694,0.81,1991
"São Lourenço d'Oeste","SC",0.703,0.595,0.756,0.759,1991
"Serranópolis do Iguaçu","PR",0.734,0.643,0.736,0.822,1991
"Silveira Martins","RS",0.726,0.625,0.76,0.793,1991
"Treze de Maio","SC",0.698,0.601,0.742,0.75,1991
"Adolfo","SP",0.724,0.647,0.791,0.733,1991
"Alto Bela Vista","SC",0.711,0.581,0.741,0.81,1991
"Alto Garças","MT",0.666,0.604,0.639,0.756,1991
"Armazém","SC",0.714,0.62,0.768,0.755,1991
"Botuverá","SC",0.728,0.64,0.795,0.75,1991
"Campina Verde","MG",0.712,0.63,0.754,0.751,1991
"Canelinha","SC",0.722,0.636,0.795,0.734,1991
"Cidade Ocidental","GO",0.756,0.675,0.721,0.871,1991
"Comendador Gomes","MG",0.722,0.694,0.725,0.748,1991
"Cruzeiro da Fortaleza","MG",0.718,0.657,0.759,0.739,1991
"Formosa do Sul","SC",0.68,0.518,0.791,0.732,1991
"Ilhota","SC",0.736,0.639,0.785,0.784,1991
"Ipauçu","SP",0.722,0.647,0.762,0.758,1991
"Itanhandu","MG",0.721,0.673,0.694,0.797,1991
"Jaguari","RS",0.736,0.635,0.752,0.82,1991
"Jumirim","SP",0.753,0.661,0.785,0.814,1991
"Lobato","PR",0.725,0.666,0.75,0.758,1991
"Luís Antônio","SP",0.717,0.676,0.687,0.789,1991
"Marema","SC",0.689,0.576,0.761,0.73,1991
"Marques de Souza","RS",0.716,0.646,0.714,0.787,1991
"Riqueza","SC",0.676,0.511,0.787,0.73,1991
"Santa Rosa de Lima","SC",0.712,0.574,0.79,0.773,1991
"São Pedro de Alcântara","SC",0.72,0.602,0.801,0.757,1991
"Ubatuba","SP",0.752,0.703,0.749,0.803,1991
"Urupês","SP",0.746,0.674,0.785,0.779,1991
"Valparaíso de Goiás","GO",0.739,0.692,0.687,0.837,1991
"Várzea Paulista","SP",0.752,0.693,0.762,0.802,1991
"Aracaju","SE",0.734,0.703,0.666,0.832,1991
"Aramina","SP",0.739,0.677,0.76,0.78,1991
"Balneário Arroio do Silva","SC",0.701,0.604,0.734,0.764,1991
"Barra do Ribeiro","RS",0.714,0.664,0.713,0.765,1991
"Borá","SP",0.702,0.623,0.781,0.703,1991
"Cachoeira Paulista","SP",0.756,0.671,0.756,0.84,1991
"Caiçara","RS",0.715,0.599,0.761,0.784,1991
"Campos Novos","SC",0.696,0.632,0.709,0.746,1991
"Cataguases","MG",0.728,0.635,0.748,0.8,1991
"Dona Emma","SC",0.692,0.574,0.72,0.781,1991
"Erval Velho","SC",0.712,0.608,0.764,0.765,1991
"Estiva Gerbi","SP",0.744,0.675,0.777,0.78,1991
"Florestal","MG",0.703,0.65,0.732,0.727,1991
"Fronteira","MG",0.732,0.677,0.75,0.769,1991
"Itapira","SP",0.752,0.718,0.752,0.786,1991
"Jaborá","SC",0.709,0.595,0.788,0.743,1991
"Modelo","SC",0.72,0.606,0.756,0.797,1991
"Montividiu","GO",0.655,0.68,0.618,0.666,1991
"Pedregulho","SP",0.736,0.651,0.779,0.778,1991
"Perdigão","MG",0.7,0.608,0.731,0.761,1991
"Pongaí","SP",0.714,0.636,0.725,0.782,1991
"Sangão","SC",0.702,0.608,0.769,0.729,1991
"Santa Cruz da Esperança","SP",0.754,0.67,0.811,0.781,1991
"Taquari","RS",0.707,0.635,0.676,0.81,1991
"Tatuí","SP",0.73,0.702,0.675,0.813,1991
"Três Arroios","RS",0.744,0.673,0.763,0.796,1991
"Água Comprida","MG",0.717,0.634,0.759,0.759,1991
"Alegrete","RS",0.735,0.683,0.686,0.836,1991
"Ampére","PR",0.648,0.556,0.655,0.734,1991
"Caçador","SC",0.72,0.66,0.707,0.792,1991
"Cambé","PR",0.702,0.641,0.69,0.775,1991
"Carapicuíba","SP",0.764,0.713,0.746,0.833,1991
"Condor","RS",0.726,0.617,0.762,0.8,1991
"Conselheiro Lafaiete","MG",0.745,0.645,0.747,0.844,1991
"Faxinal do Soturno","RS",0.729,0.637,0.735,0.816,1991
"Formiga","MG",0.697,0.635,0.686,0.769,1991
"Gurupi","TO",0.717,0.696,0.658,0.798,1991
"Itapoá","SC",0.701,0.631,0.683,0.788,1991
"Jaguaruna","SC",0.702,0.624,0.757,0.726,1991
"Jataí","GO",0.716,0.685,0.687,0.775,1991
"Laguna","SC",0.72,0.605,0.757,0.797,1991
"Matinhos","PR",0.726,0.697,0.648,0.833,1991
"Meleiro","SC",0.723,0.7,0.716,0.754,1991
"Paim Filho","RS",0.703,0.569,0.765,0.776,1991
"Paraíso","SP",0.748,0.704,0.796,0.744,1991
"Rio Grande","RS",0.739,0.684,0.691,0.843,1991
"Santo Antônio do Palma","RS",0.699,0.585,0.76,0.751,1991
"São Domingos","SC",0.699,0.572,0.761,0.764,1991
"Sede Nova","RS",0.698,0.563,0.754,0.776,1991
"União da Vitória","PR",0.715,0.643,0.664,0.837,1991
"Venâncio Aires","RS",0.736,0.637,0.774,0.796,1991
"Viadutos","RS",0.714,0.628,0.748,0.766,1991
"Aratiba","RS",0.732,0.609,0.787,0.8,1991
"Balneário Pinhal","RS",0.709,0.669,0.678,0.781,1991
"Barra Velha","SC",0.705,0.635,0.697,0.783,1991
"Bertioga","SP",0.739,0.721,0.717,0.78,1991
"Cabo Frio","RJ",0.716,0.659,0.7,0.788,1991
"Carmo do Paranaíba","MG",0.709,0.632,0.743,0.752,1991
"Clementina","SP",0.72,0.654,0.743,0.764,1991
"Coronel Barros","RS",0.725,0.603,0.762,0.811,1991
"Engenheiro Coelho","SP",0.734,0.677,0.777,0.749,1991
"Estrela d'Oeste","SP",0.721,0.64,0.735,0.787,1991
"Ilópolis","RS",0.721,0.617,0.756,0.79,1991
"Itamonte","MG",0.686,0.577,0.719,0.762,1991
"Marcelino Ramos","RS",0.729,0.635,0.763,0.79,1991
"Medeiros","MG",0.707,0.654,0.727,0.739,1991
"Nova Era","MG",0.694,0.648,0.678,0.757,1991
"Olinda","PE",0.732,0.672,0.696,0.827,1991
"Ouro Verde","SC",0.683,0.556,0.761,0.732,1991
"Parapuã","SP",0.701,0.614,0.723,0.765,1991
"Piracaia","SP",0.719,0.708,0.734,0.716,1991
"Pontal","SP",0.732,0.694,0.759,0.742,1991
"Quatá","SP",0.731,0.651,0.778,0.765,1991
"Sabino","SP",0.715,0.625,0.768,0.751,1991
"Santa Bárbara do Sul","RS",0.715,0.667,0.657,0.822,1991
"Santo Anastácio","SP",0.73,0.672,0.722,0.796,1991
"São Jorge do Ivaí","PR",0.723,0.649,0.72,0.801,1991
"São José da Barra","MG",0.716,0.632,0.706,0.811,1991
"Tambaú","SP",0.734,0.663,0.738,0.801,1991
"Tanabi","SP",0.735,0.66,0.758,0.786,1991
"Tapiratiba","SP",0.725,0.63,0.783,0.762,1991
"Tupi Paulista","SP",0.722,0.668,0.671,0.827,1991
"Armação de Búzios","RJ",0.691,0.675,0.652,0.745,1991
"Barra do Garças","MT",0.72,0.668,0.672,0.82,1991
"Bofete","SP",0.71,0.631,0.761,0.739,1991
"Cândido Godói","RS",0.721,0.569,0.768,0.825,1991
"Cornélio Procópio","PR",0.724,0.672,0.708,0.791,1991
"Francisco Beltrão","PR",0.714,0.65,0.683,0.809,1991
"Mandaguari","PR",0.705,0.652,0.69,0.772,1991
"Miguelópolis","SP",0.716,0.669,0.714,0.764,1991
"Nova Europa","SP",0.759,0.714,0.775,0.788,1991
"Oriente","SP",0.73,0.648,0.753,0.789,1991
"Penha","SC",0.716,0.669,0.726,0.754,1991
"Piraju","SP",0.71,0.682,0.667,0.782,1991
"Pitangui","MG",0.709,0.618,0.74,0.769,1991
"Quatis","RJ",0.7,0.649,0.701,0.75,1991
"Rio das Pedras","SP",0.745,0.722,0.726,0.786,1991
"Rondonópolis","MT",0.714,0.681,0.669,0.793,1991
"Sarandi","RS",0.711,0.64,0.688,0.805,1991
"Sete Lagoas","MG",0.739,0.654,0.749,0.815,1991
"Três Cachoeiras","RS",0.748,0.722,0.744,0.777,1991
"Vargem Bonita","SC",0.697,0.593,0.75,0.749,1991
"Vera Cruz","RS",0.73,0.632,0.772,0.785,1991
"Arealva","SP",0.714,0.645,0.733,0.765,1991
"Arraial do Cabo","RJ",0.723,0.658,0.7,0.811,1991
"Bom Retiro do Sul","RS",0.722,0.646,0.708,0.812,1991
"Buritama","SP",0.734,0.669,0.771,0.763,1991
"Cândido Mota","SP",0.726,0.684,0.72,0.775,1991
"Catanduvas","SC",0.72,0.654,0.723,0.784,1991
"Diadema","SP",0.746,0.715,0.719,0.805,1991
"Getúlio Vargas","RS",0.731,0.648,0.71,0.836,1991
"Governador Celso Ramos","SC",0.717,0.632,0.786,0.734,1991
"Hortolândia","SP",0.743,0.678,0.742,0.808,1991
"Ibaté","SP",0.724,0.665,0.754,0.753,1991
"Iconha","ES",0.686,0.617,0.718,0.722,1991
"Igarapava","SP",0.733,0.681,0.719,0.799,1991
"Ipiguá","SP",0.733,0.666,0.791,0.743,1991
"Macaé","RJ",0.73,0.722,0.663,0.806,1991
"Mangaratiba","RJ",0.706,0.649,0.678,0.79,1991
"Mirim Doce","SC",0.709,0.623,0.756,0.747,1991
"Missal","PR",0.722,0.637,0.713,0.817,1991
"Morro Grande","SC",0.738,0.674,0.792,0.749,1991
"Nova Granada","SP",0.729,0.687,0.731,0.768,1991
"Presidente Bernardes","SP",0.756,0.676,0.782,0.809,1991
"Santo Antônio de Posse","SP",0.733,0.714,0.721,0.763,1991
"São Jerônimo","RS",0.726,0.67,0.737,0.771,1991
"Teresópolis","RJ",0.7,0.683,0.649,0.768,1991
"Várzea Grande","MT",0.703,0.632,0.673,0.803,1991
"Barra do Jacaré","PR",0.709,0.623,0.753,0.751,1991
"Caeté","MG",0.696,0.608,0.654,0.825,1991
"Campinas do Sul","RS",0.716,0.633,0.727,0.789,1991
"Contagem","MG",0.73,0.665,0.688,0.836,1991
"Cordeiro","RJ",0.712,0.662,0.658,0.817,1991
"Coronel Fabriciano","MG",0.72,0.65,0.706,0.803,1991
"Guarapari","ES",0.692,0.638,0.677,0.761,1991
"Ibitinga","SP",0.746,0.709,0.75,0.78,1991
"Indiana","SP",0.7,0.636,0.67,0.793,1991
"Ituverava","SP",0.732,0.705,0.667,0.824,1991
"Machado","MG",0.704,0.66,0.71,0.742,1991
"Nova Santa Rita","RS",0.706,0.655,0.701,0.763,1991
"Passo de Torres","SC",0.696,0.616,0.734,0.739,1991
"Paverama","RS",0.711,0.586,0.797,0.75,1991
"Pedrinópolis","MG",0.691,0.609,0.744,0.719,1991
"Pontal do Araguaia","MT",0.65,0.597,0.654,0.699,1991
"Rancharia","SP",0.741,0.654,0.771,0.799,1991
"Rio Negrinho","SC",0.724,0.646,0.711,0.815,1991
"Santa Rita do Sapucaí","MG",0.716,0.672,0.721,0.756,1991
"Santa Teresa","ES",0.692,0.615,0.746,0.715,1991
"Taiúva","SP",0.752,0.704,0.773,0.78,1991
"Américo Brasiliense","SP",0.755,0.692,0.786,0.787,1991
"Anápolis","GO",0.721,0.684,0.67,0.81,1991
"Arujá","SP",0.745,0.72,0.705,0.811,1991
"Bambuí","MG",0.68,0.625,0.663,0.752,1991
"Cachoeira do Sul","RS",0.74,0.693,0.715,0.812,1991
"Cafelândia","SP",0.712,0.629,0.746,0.76,1991
"Cambuquira","MG",0.702,0.623,0.73,0.752,1991
"Capitão","RS",0.698,0.597,0.692,0.805,1991
"Cascalho Rico","MG",0.693,0.61,0.727,0.742,1991
"Congonhas","MG",0.709,0.641,0.652,0.833,1991
"Diamantino","MT",0.736,0.722,0.708,0.777,1991
"Divinolândia","SP",0.715,0.666,0.728,0.75,1991
"Dourados","MS",0.734,0.675,0.713,0.815,1991
"Formosa do Oeste","PR",0.69,0.626,0.709,0.735,1991
"Foz do Iguaçu","PR",0.722,0.719,0.647,0.801,1991
"Guarujá","SP",0.72,0.689,0.667,0.805,1991
"Itapagipe","MG",0.712,0.656,0.725,0.755,1991
"Jaciara","MT",0.71,0.656,0.701,0.772,1991
"Mafra","SC",0.733,0.624,0.757,0.819,1991
"Mineiros do Tietê","SP",0.738,0.68,0.762,0.771,1991
"Morungaba","SP",0.732,0.708,0.729,0.76,1991
"Natal","RN",0.733,0.699,0.693,0.808,1991
"Nilópolis","RJ",0.743,0.67,0.685,0.874,1991
"Paraguaçu","MG",0.683,0.607,0.674,0.768,1991
"Pardinho","SP",0.723,0.649,0.77,0.749,1991
"Pereira Barreto","SP",0.747,0.685,0.768,0.787,1991
"Pinhalzinho","SP",0.716,0.671,0.744,0.734,1991
"Pontal do Paraná","PR",0.67,0.622,0.611,0.776,1991
"Rubinéia","SP",0.703,0.623,0.717,0.77,1991
"Santa Clara do Sul","RS",0.731,0.62,0.759,0.815,1991
"Três Ranchos","GO",0.69,0.581,0.743,0.745,1991
"Triunfo","RS",0.722,0.666,0.706,0.795,1991
"Uruguaiana","RS",0.731,0.687,0.658,0.847,1991
"Alumínio","SP",0.724,0.691,0.669,0.811,1991
"Assis Chateaubriand","PR",0.681,0.638,0.639,0.767,1991
"Auriflama","SP",0.755,0.696,0.759,0.811,1991
"Botelhos","MG",0.694,0.637,0.737,0.708,1991
"Cachoeira da Prata","MG",0.723,0.659,0.693,0.816,1991
"Cafelândia","PR",0.744,0.721,0.725,0.787,1991
"Catiguá","SP",0.706,0.656,0.725,0.738,1991
"Espumoso","RS",0.719,0.669,0.705,0.783,1991
"Garuva","SC",0.715,0.659,0.717,0.77,1991
"Itaperuna","RJ",0.708,0.667,0.702,0.756,1991
"Joviânia","GO",0.699,0.663,0.679,0.756,1991
"Mariana Pimentel","RS",0.711,0.601,0.797,0.735,1991
"Miraselva","PR",0.69,0.608,0.729,0.734,1991
"Ouro Preto","MG",0.708,0.637,0.654,0.832,1991
"Ouroeste","SP",0.7,0.649,0.681,0.769,1991
"Palmares do Sul","RS",0.749,0.68,0.797,0.77,1991
"Palmelo","GO",0.692,0.593,0.725,0.759,1991
"Paranavaí","PR",0.725,0.681,0.678,0.817,1991
"Poloni","SP",0.746,0.697,0.759,0.783,1991
"Santa Carmem","MT",0.744,0.694,0.78,0.758,1991
"Santa Helena","SC",0.688,0.515,0.765,0.783,1991
"São João do Itaperiú","SC",0.71,0.608,0.787,0.735,1991
"São José do Ouro","RS",0.699,0.604,0.7,0.793,1991
"Senador Salgado Filho","RS",0.685,0.539,0.754,0.762,1991
"Tupanciretã","RS",0.724,0.653,0.702,0.817,1991
"Aguaí","SP",0.726,0.664,0.719,0.794,1991
"Agudo","RS",0.719,0.668,0.726,0.763,1991
"Agudos","SP",0.724,0.665,0.718,0.79,1991
"Alto Araguaia","MT",0.674,0.641,0.667,0.715,1991
"Augusto Pestana","RS",0.732,0.66,0.715,0.822,1991
"Balneário Gaivota","SC",0.713,0.609,0.767,0.763,1991
"Cajamar","SP",0.735,0.714,0.712,0.78,1991
"Cambuí","MG",0.706,0.653,0.7,0.766,1991
"Campos Altos","MG",0.692,0.647,0.712,0.717,1991
"Coromandel","MG",0.705,0.631,0.728,0.756,1991
"Crissiumal","RS",0.726,0.603,0.754,0.822,1991
"Cruzália","SP",0.739,0.678,0.742,0.796,1991
"Dois Córregos","SP",0.739,0.721,0.719,0.777,1991
"Fama","MG",0.699,0.622,0.71,0.764,1991
"Fortaleza","CE",0.717,0.685,0.683,0.784,1991
"Iguatama","MG",0.701,0.621,0.69,0.792,1991
"Inúbia Paulista","SP",0.716,0.623,0.785,0.741,1991
"Ipeúna","SP",0.725,0.685,0.719,0.77,1991
"Itabirito","MG",0.727,0.649,0.722,0.809,1991
"Itapejara d'Oeste","PR",0.695,0.594,0.704,0.786,1991
"Itapetininga","SP",0.739,0.704,0.688,0.825,1991
"Maricá","RJ",0.721,0.664,0.727,0.773,1991
